"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"327","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:39,FALSE,NA,"958497721182248960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cookie_Eater16",806,TRUE,FALSE,NA,NA
"328","Had to take an A to an R to a bus to get home. You're fired, MTA.",FALSE,0,"jamiesugah",2018-01-31 00:30:39,FALSE,"958482949615292416","958497720435650562","37190466","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamiesugah",0,FALSE,FALSE,NA,NA
"329","wheels on the bus go round and round Ì†ΩÌ∫å Nursery Rhymes Î≤ÑÏä§Ïóê Î∞îÌÄ¥Í∞Ä Part 257#: https://t.co/pHgj70kaHW via @YouTube",FALSE,0,NA,2018-01-31 00:30:39,FALSE,NA,"958497719630385153",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Sokkervn",0,FALSE,FALSE,NA,NA
"330","RT @tnslinda: Taleur ds le bus y'avait une folle elle s'est assise √† cot√© de moi c pas elle me dit "" je peux te tenir la main ? "" jsais pas‚Ä¶",FALSE,0,NA,2018-01-31 00:30:38,FALSE,NA,"958497718845911041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tzendrxw",990,TRUE,FALSE,NA,NA
"331","RT @RedJugPub: TONIGHT‚ÄôS TRIVIA THEME IS ‚ÄúTHE SUPER BOWL‚Äù!! Jug Bus and WHEEL DEALS start at 9pm!! Game starts at 10:30ish!! https://t.co/0‚Ä¶",FALSE,0,NA,2018-01-31 00:30:38,FALSE,NA,"958497718648926208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","watchmeeplankkk",2,TRUE,FALSE,NA,NA
"332","I texted my friend and he just texted me back saying that when i texted him he woke up, looked at his phone, though‚Ä¶ https://t.co/2IGMSUKHii",FALSE,3,NA,2018-01-31 00:30:38,TRUE,NA,"958497717990420480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GRANTSGUCCl",0,FALSE,FALSE,NA,NA
"333","I‚Äôm waiting for your love (bus)",FALSE,0,NA,2018-01-31 00:30:37,FALSE,NA,"958497713259237376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agusscio",0,FALSE,FALSE,NA,NA
"334","Taking the Compact Battle Bus yo SV! Ì†ΩÌ∫å #BHSfaculty #BPatriotProud @MrSchwartzUSA https://t.co/2z1No8IaWn",FALSE,0,NA,2018-01-31 00:30:36,FALSE,NA,"958497708683210752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TJW189",0,FALSE,FALSE,NA,NA
"335","RT @light_fan46: ÂΩºÂ•≥„ÅÆÂ≠òÂú®|https://t.co/phyHQ3VplU",FALSE,0,NA,2018-01-31 00:30:35,FALSE,NA,"958497706795675649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",16,TRUE,FALSE,NA,NA
"336","@pink2manis Saat ini 1 bus di Halte Pramuka BPKP &amp; 1 bus di Halte Sunan Giri. Tks :)",FALSE,0,"pink2manis",2018-01-31 00:30:34,FALSE,"958497347079618560","958497701066194945","133548929","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PT_TransJakarta",0,FALSE,FALSE,NA,NA
"337","Âßø„ÇíÊé¢„Åó„Å¶Èï∑„ÅÑÂùÇ„ÇíÁôª„Çã
„Å©„Åì„ÅßÂæÖ„Å£„Å¶„Çã„ÅÆÊó©„ÅèËøé„Åà„Å´„Åç„Å¶
„Å≠„ÅáÂ£∞„ÇíËÅû„Åã„Åõ„Å¶
„Åì„ÅÆÊâã„Å´„Åæ„ÅüËß¶„Çå„Å¶
„Åì„Åì„ÅßÂæÖ„Å£„Å¶„Çã„Çà„ÄÄÊ°ú„ÅÆ„Åµ„Çã‰∏ò„Åß

Local bus/Ê°úË¶ã‰∏ò„ÄÄ#Local_Bus
https://t.co/r5b4LgOmyo",FALSE,0,NA,2018-01-31 00:30:33,FALSE,NA,"958497697316548608",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Utakashi_Bot_JP",0,FALSE,FALSE,NA,NA
"338","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:32,FALSE,NA,"958497693973835776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BroadGod_",18815,TRUE,FALSE,NA,NA
"339","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:32,FALSE,NA,"958497690819661824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","debnar1_k",806,TRUE,FALSE,NA,NA
"340","RT @Endipendent: Sitting on the bus and a mother is on her phone telling her child that when she gets home, her daughter already knows what‚Ä¶",FALSE,0,NA,2018-01-31 00:30:31,FALSE,NA,"958497687724314629",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_alwayslast",2,TRUE,FALSE,NA,NA
"341","Tas tad b≈´s latvie≈°u tautas likvidƒì≈°anas pƒìdƒìjais cƒìliens. Punkts. Vƒìsturƒì paliksim, ar ƒºoti bagƒÅtƒ´gu materiƒÅlu klƒÅ‚Ä¶ https://t.co/tSVAHUeXR4",FALSE,0,NA,2018-01-31 00:30:31,TRUE,NA,"958497685992034305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Janis_Rozkalns",0,FALSE,FALSE,NA,NA
"342","RT @JackAssVine: when u lean ur head against the bus window https://t.co/JvHNjH8k28",FALSE,0,NA,2018-01-31 00:30:30,FALSE,NA,"958497682422685697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jacobs2150",467,TRUE,FALSE,NA,NA
"343","RT @TheLastRefuge2: 31. Either Priestap is going to be the attempted fall-guy for the entire scheme.

-OR-

Bill Priestap saw the bus comin‚Ä¶",FALSE,0,NA,2018-01-31 00:30:28,FALSE,NA,"958497675086884864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsContrarianSci",700,TRUE,FALSE,NA,NA
"344","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:27,FALSE,NA,"958497670124965888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aneta_gg",806,TRUE,FALSE,NA,NA
"345","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:27,FALSE,NA,"958497669990633472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JunggukBangtan_",806,TRUE,FALSE,NA,NA
"346","Encountered my 2nd Girl Scout cookie victim. This time, I brought my money 
 .... missed my bus tho",FALSE,0,NA,2018-01-31 00:30:26,FALSE,NA,"958497665381093376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_JackJackk",0,FALSE,FALSE,NA,NA
"347","RT @lizbybike: A project this important deserves more funding. Help us come fight for it. Attend a public workshop and demand dedicated bus‚Ä¶",FALSE,0,NA,2018-01-31 00:30:24,FALSE,NA,"958497659664392193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ecogordo",8,TRUE,FALSE,NA,NA
"348","RT @FaithRileigh: To the bus driver who saw me running to the bus and still drove off: you suck and i hate you",FALSE,0,NA,2018-01-31 00:30:24,FALSE,NA,"958497659622436864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CateraCarter",1,TRUE,FALSE,NA,NA
"349","@bogipratomo @PuspitaFM Kecuali Bus Abu2 seng tulisan e LopiS Ì†ΩÌ∏Ü",FALSE,0,"bogipratomo",2018-01-31 00:30:24,FALSE,"958490134835425280","958497658779267072","77682879","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NanDutz_007",0,FALSE,FALSE,NA,NA
"350","Accidente en caletera Vespucio Norte esquina Ismael Brice√±o direcci√≥n Oriente entre bus del Transantiago y autom√≥vi‚Ä¶ https://t.co/h1pqHIPL9U",FALSE,0,NA,2018-01-31 00:30:24,TRUE,NA,"958497656669724672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jagerneira",0,FALSE,FALSE,NA,NA
"351","I feel like I‚Äôve been hit by a bus.",FALSE,0,NA,2018-01-31 00:30:23,FALSE,NA,"958497655612694528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DevonNorwood",0,FALSE,FALSE,NA,NA
"352","Ê¨°„ÅÆÊπòÂçóÂè∞Ë°å„ÅÆ„Éê„Çπ„ÅØ9ÊôÇ35ÂàÜ(Á¨π‰πÖ‰øù)„ÄÅ9ÊôÇ50ÂàÜ(„ÉÑ„Ç§„É≥„É©„Ç§„Éä„Éº)„ÄÅ10ÊôÇ00ÂàÜ(„ÉÑ„Ç§„É≥„É©„Ç§„Éä„Éº)„ÄÅ10ÊôÇ07ÂàÜ(Á¨π‰πÖ‰øù)„Åß„Åô„ÄÇ",FALSE,0,NA,2018-01-31 00:30:23,FALSE,NA,"958497654463320064",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","rotary_bus_s",0,FALSE,FALSE,NA,NA
"353","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:30:22,FALSE,NA,"958497650797678592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whitejonghyun",4172,TRUE,FALSE,NA,NA
"354","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:21,FALSE,NA,"958497648113172481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoveParkJimin13",806,TRUE,FALSE,NA,NA
"355","RT @timhughgarland: Caught a late train out of London. It crawled. Should have arrived in plenty of time for the bus. But now I have missed‚Ä¶",FALSE,0,NA,2018-01-31 00:30:21,FALSE,NA,"958497645487587328",NA,"<a href=""http://twitter.com/rtsoutheastern"" rel=""nofollow"">rtsoutheastern</a>","rtsoutheastern",1,TRUE,FALSE,NA,NA
"356","RT @timhughgarland: Caught a late train out of London. It crawled. Should have arrived in plenty of time for the bus. But now I have missed‚Ä¶",FALSE,0,NA,2018-01-31 00:30:20,FALSE,NA,"958497643134705665",NA,"<a href=""http://twitter.com/rtsoutheastern"" rel=""nofollow"">rtsoutheastern</a>","rtsoutheastern",1,TRUE,FALSE,NA,NA
"357","@kuyachico1067 yung ang ganda ng playlist pero di ka makakanta kasi nasa bus ka... hassle, besh! Ì†ΩÌ∏ñ",FALSE,1,"kuyachico1067",2018-01-31 00:30:20,FALSE,NA,"958497642887094272","3194864724","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__apathetic__",0,FALSE,FALSE,NA,NA
"358","@Medyomaldito Try og kaon sa mrt og bus dili ka mapriso akoy sugo",FALSE,0,"Medyomaldito",2018-01-31 00:30:19,FALSE,"958246846857584640","958497637400854528","77202153","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0218_jazz",0,FALSE,FALSE,NA,NA
"359","RT @TheLastRefuge2: 30. Priestap's boss, Andrew McCabe has been caught. His subordinate, Peter Strzok, has most certainly been caught.  And‚Ä¶",FALSE,0,NA,2018-01-31 00:30:17,FALSE,NA,"958497629981364224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsContrarianSci",694,TRUE,FALSE,NA,NA
"360","Just saw a booze bus opposite Western Springs in full operation. 5 cars pulled over at 1330. Westies are such pissheads.",FALSE,0,NA,2018-01-31 00:30:17,FALSE,NA,"958497628072787968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MychoBoyle",0,FALSE,FALSE,NA,NA
"361","RT @thatbl0ndegurl: I am a:
‚ö™Ô∏è man
‚ö™Ô∏è woman
Ì†ΩÌ¥ò Northern Arizona University 
      Student

Seeking:
‚ö™Ô∏è men
‚ö™Ô∏è women
Ì†ΩÌ¥ò to be hit by a Louie L‚Ä¶",FALSE,0,NA,2018-01-31 00:30:16,FALSE,NA,"958497625803653120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","morganmetrailer",115,TRUE,FALSE,NA,NA
"362","RT @jacobsartorius: just played soccer with some of u guys outside of my tour bus &amp; had a great time!!! i gotta work on my soccer skills ha‚Ä¶",FALSE,0,NA,2018-01-31 00:30:15,FALSE,NA,"958497621567516672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rolfjacobsart13",3268,TRUE,FALSE,NA,NA
"363","These networking people are fucking loud. Pati ba naman sa bus putangina patulugin nyo ako.",FALSE,1,NA,2018-01-31 00:30:15,FALSE,NA,"958497620984455168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","renji14",0,FALSE,FALSE,NA,NA
"364","RT @SweetberryTae_: Recuerdan cuando Jungkook encontr√≥ un bus con su nombre por su cumplea√±os
Estaba muy feliz y apenado...‚ô°‚ô°

#ThankYouJun‚Ä¶",FALSE,0,NA,2018-01-31 00:30:14,FALSE,NA,"958497615955587074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathyArmyEva",692,TRUE,FALSE,NA,NA
"365","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:12,FALSE,NA,"958497607537647619",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12th_October",18815,TRUE,FALSE,NA,NA
"366","‰πó„ÇäÊèõ„Åà3ÂàÜ„Å®„ÅÑ„ÅÜÈÅéÈÖ∑„Å™ÊåëÊà¶„Å´Ë¶ã‰∫ãÊâì„Å°Âãù„Å£„Åü (@ Ë•øÈâÑ„Éê„Çπ Â§©Á•û„ÇΩ„É©„É™„Ç¢„Çπ„ÉÜ„Éº„Ç∏Ââç - @nishitetsu_bus in Á¶èÂ≤°Â∏Ç, Á¶èÂ≤°Áúå) https://t.co/J26Udg0ulM",FALSE,1,NA,2018-01-31 00:30:11,FALSE,NA,"958497603410452480",NA,"<a href=""https://www.swarmapp.com"" rel=""nofollow"">Foursquare Swarm</a>","dj_emo_san",0,FALSE,FALSE,NA,NA
"367","MST's January Onboard newsletter is now available. https://t.co/n6qJGw5EFp",FALSE,0,NA,2018-01-31 00:30:10,FALSE,NA,"958497599673257987",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MST_BUS",0,FALSE,FALSE,NA,NA
"368","RT @HeartftDemi: Me duele el vientre, labure muchisimo, me enoj√© con mi novia y encima sube una mina al bus con el perfume de mi chica LPM‚Ä¶",FALSE,0,NA,2018-01-31 00:30:10,FALSE,NA,"958497598976884737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RhizKeisy",2,TRUE,FALSE,NA,NA
"369","RT @SweetberryTae_: Recuerdan cuando Jungkook encontr√≥ un bus con su nombre por su cumplea√±os
Estaba muy feliz y apenado...‚ô°‚ô°

#ThankYouJun‚Ä¶",FALSE,0,NA,2018-01-31 00:30:09,FALSE,NA,"958497595936133120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xYoonkiminx",692,TRUE,FALSE,NA,NA
"370","Houston County parents sound off on fatal bus crash https://t.co/H1IJD1BOek https://t.co/ki37yJJ3KA",FALSE,1,NA,2018-01-31 00:30:08,FALSE,NA,"958497592924606469",NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","13wmaznews",0,FALSE,FALSE,NA,NA
"371","La chava que va en frente de mi en el tigre bus est√° bailando y cantando",FALSE,0,NA,2018-01-31 00:30:08,FALSE,NA,"958497591905234944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Karina_Garzaa",0,FALSE,FALSE,NA,NA
"372","RT @ScottPresler: No, she's not bringing an American as her guest.

Democrats give illegal aliens priority seating. Move to the back of the‚Ä¶",FALSE,0,NA,2018-01-31 00:30:08,FALSE,NA,"958497591074975744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lbj30",303,TRUE,FALSE,NA,NA
"373","This man was on the bus stop listening to the ‚ÄúFor The Dick‚Äù challenge loud asf on a speaker Ì†ΩÌ∏Ç",FALSE,0,NA,2018-01-31 00:30:08,FALSE,NA,"958497590185807877",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ressa_rozayy",0,FALSE,FALSE,NA,NA
"374","Si lo piensas esa √∫ltima tira de Cosas del Bus hasta qued√≥ bien como final.",FALSE,0,NA,2018-01-31 00:30:07,FALSE,NA,"958497585567805440",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","VibiLeFleu",0,FALSE,FALSE,NA,NA
"375","RT @GovMikeHuckabee: Okay....gotta side w/ @united on this one!  If someone is so fragile about flying they need a peacock, they really sho‚Ä¶",FALSE,0,NA,2018-01-31 00:30:06,FALSE,NA,"958497583193878528",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","Arch_Angel9999",452,TRUE,FALSE,NA,NA
"376","Big thank you to Les driver of the 17 last service. I hadn't activated my ticket and the wifi wasn't working in the‚Ä¶ https://t.co/RGFEjTPD6m",FALSE,0,NA,2018-01-31 00:30:06,TRUE,NA,"958497582346571776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ducky09",0,FALSE,FALSE,NA,NA
"377","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:04,FALSE,NA,"958497574167699457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reyoflaughter",18815,TRUE,FALSE,NA,NA
"378","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:04,FALSE,NA,"958497573702074368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sammikdenney",18815,TRUE,FALSE,NA,NA
"379","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:03,FALSE,NA,"958497571177148416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngelaMancini97",806,TRUE,FALSE,NA,NA
"380","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:03,FALSE,NA,"958497569881047040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ultsonyeondan",806,TRUE,FALSE,NA,NA
"381","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:03,FALSE,NA,"958497569369411585",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chimchiminimini",806,TRUE,FALSE,NA,NA
"382","RT @Bentley2Gangsta: Not for tall niggas..need a mf bus or sum wit no ceilingsÌ†ΩÌ∏Ç https://t.co/HQIOwhUnpj",FALSE,0,NA,2018-01-31 00:30:02,FALSE,NA,"958497568379588614",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juiceman_hill",6,TRUE,FALSE,NA,NA
"383","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:01,FALSE,NA,"958497563975413760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LynieOctovia",806,TRUE,FALSE,NA,NA
"384","Audit:5 convicted criminals drove school buses for Lancaster SD, should've been ineligible.
https://t.co/BoH8GHYVPq",FALSE,0,NA,2018-01-31 00:30:01,FALSE,NA,"958497562411008000",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CBS21NEWS",0,FALSE,FALSE,NA,NA
"385","@FIynnBrandon11 Well, not to mention that I had to go to the uni by bus and that I got off badly and had to walk bl‚Ä¶ https://t.co/xYEp14hUFF",FALSE,0,"FIynnBrandon11",2018-01-31 00:30:01,TRUE,"958496478212902912","958497560154509313","820381527221669893","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tigerrcamila",0,FALSE,FALSE,NA,NA
"386","Organizers lose thousands on bus trip to see Easter fight.
https://t.co/2tLqB09Lqh https://t.co/Wrfa9avkTK",FALSE,0,NA,2018-01-31 00:30:00,FALSE,NA,"958497558204071936",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","toledonews",0,FALSE,FALSE,NA,NA
"387","Organizers lose thousands on bus trip to see Easter fight.
https://t.co/vNaaIZSvTP https://t.co/ntXN2aaNIx",FALSE,0,NA,2018-01-31 00:30:00,FALSE,NA,"958497558053163009",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","toledosports",0,FALSE,FALSE,NA,NA
"388","I'm at Westminster Hwy at Gilbert Rd - Bus 401 https://t.co/u3kxMz9Kqz",FALSE,0,NA,2018-01-31 00:30:00,FALSE,NA,"958497557944119297",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Hydromario",0,FALSE,FALSE,"-123.14984969","49.17168848"
"389","#MCC2018 New to MCC? Did you know credit students can ride the bus for free? Check out the U-Pass through‚Ä¶ https://t.co/GpiUXvHApx",FALSE,1,NA,2018-01-31 00:30:00,TRUE,NA,"958497557776285698",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MCCKansasCity",1,FALSE,FALSE,NA,NA
"390","T√¥i ƒë√£ th√™m video v√†o danh s√°ch ph√°t https://t.co/pHgj70kaHW wheels on the bus go round and round Ì†ΩÌ∫å Nursery Rhymes Î≤ÑÏä§Ïóê",FALSE,0,NA,2018-01-31 00:30:00,FALSE,NA,"958497557243678722",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Sokkervn",0,FALSE,FALSE,NA,NA
"391","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:00,FALSE,NA,"958497556832702464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliverMaxwellD",18815,TRUE,FALSE,NA,NA
"392","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:29:59,FALSE,NA,"958497555272355844",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acaJullien",18815,TRUE,FALSE,NA,NA
"393","RT @sgmills52: @DNC ...all you ninny‚Äôs boycotting the SOTU...you say you want the country united, you want peace, you want you want you wan‚Ä¶",FALSE,0,NA,2018-01-31 00:29:59,FALSE,NA,"958497553045221376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HBronnenberg",2,TRUE,FALSE,NA,NA
"394","@DearAuntCrabby @NWPinPDX Well as he‚Äôs already in the record saying he‚Äôs the ‚Äúonly one who matter,‚Äù I‚Äôm pretty sure‚Ä¶ https://t.co/zTbUXQkxPc",FALSE,0,"DearAuntCrabby",2018-01-31 00:29:59,TRUE,"958495864305176576","958497552986329088","1216789842","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmperorHludo",0,FALSE,FALSE,NA,NA
"395","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:29:57,FALSE,NA,"958497545650655232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlexaEncheff",18815,TRUE,FALSE,NA,NA
"396","RT @suzuhata0114: https://t.co/hB3Czy9NGX",FALSE,0,NA,2018-01-31 00:29:56,FALSE,NA,"958497542907445248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",4,TRUE,FALSE,NA,NA
"397","@bbclaurak But is a feeble little mouse, saying, 'I'm not a quitter' whilst trying to pull a double decker bus, what this country needs NOW!",FALSE,0,"bbclaurak",2018-01-31 00:29:56,FALSE,"958491978542534657","958497540315471872","61183568","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NickMalyon1",0,FALSE,FALSE,NA,NA
